Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience
Hiring for theStrategicPartnershipManager profile for an IT Company for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,1 - 5 Years,1,5
Hiring forPHP Developerfor an IT Comapny in Mohali Location.,TandA HR Solutions,"Chandigarh, Panchkula, Mohali, Ambala",0 - 2 Years,0,2
Looking forASP.net Developerfor an IT companyin Navi Mumbailocation,TandA HR Solutions,Navi Mumbai,5 - 8 Years,5,8
Hiring forDotNetDeveloper for an IT Comapny inMumbai Location.,TandA HR Solutions,Mumbai,2 - 5 Years,2,5
Job vacancy for theTelecallerprofile for an IT company for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,2 - 5 Years,2,5
Job opening for WordPressDeveloperfor an IT companyin Mohalilocation,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Hiring forPHP Developerfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6
Job opening forSEOExecutivefor a IT companyin Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4
Looking for WordPress Developer for an IT company in Mohali location,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Urgent opening for a SrPythonSupportEngineerfor an IT company forBangalorelocation,TandA HR Solutions,Bengaluru / Bangalore,8 - 12 Years,8,12
Looking forPHP Developerfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 4 Years,3,4
Hiring for theSalesCoordinatorprofile for a IT Hardware company forChennaiand Delhilocations,TandA HR Solutions,"Chennai, Delhi",2 - 5 Years,2,5
Job opening forFlutterDeveloperfor IT Company for Chandigarh location,TandA HR Solutions,Chandigarh,1 - 5 Years,1,5
Job opening forFlutter Developer for an IT Company in Chandigarhlocation,TandA HR Solutions,Chandigarh,1 - 5 Years,1,5
Urgent opening for thePythonDeveloperprofile for an IT company for Mohali location,TandA HR Solutions,Mohali,3 - 8 Years,3,8
job opening forDotNetDeveloperfor an MNC IT companyinMohalilocation,TandA HR Solutions,Mohali,3 - 6 Years,3,6
Looking for WordPress Developer for an IT companyin BanagloreWFH Location.,TandA HR Solutions,Bengaluru / Bangalore,4 - 5 Years,4,5
Hiring for thePythonDeveloperprofile for an IT company for Mohali location,TandA HR Solutions,Mohali,3 - 8 Years,3,8
HiringforUI / UXDesigner for IT Company for the chandigarh Location,TandA HR Solutions,Chandigarh,1 - 5 Years,1,5
Looking forPHPDeveloperfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,2 - 4 Years,2,4
Looking for Android Developerprofile for IT companyin Mohali Location,TandA HR Solutions,Mohali,2 - 4 Years,2,4
Looking for DotNET Developerprofile for IT companyin Mohali Location,TandA HR Solutions,Mohali,3 - 5 Years,3,5
Urgent hiring for theEmbeddedDeveloper /  Lead in a IT Company for Bangalorelocation,TandA HR Solutions,Bengaluru / Bangalore,3 - 7 Years,3,7
Urgently looking for DotNETDeveloper for IT companyinMohali Location,TandA HR Solutions,Mohali,3 - 5 Years,3,5
Looking forPHPDeveloperfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6
Job opening forCustomerSupportExecutivein an IT company in Chandigarh location,TandA HR Solutions,Chandigarh,2 - 5 Years,2,5
Hiring for Android Developer for an IT company in Mohali Location.,TandA HR Solutions,Mohali,2 - 4 Years,2,4
Hiring for Android Developerfor an IT company in Mohali Location,TandA HR Solutions,Mohali,2 - 4 Years,2,4
Hiring for Sr.phPDeveloperfor an IT company in Navi Mumbai location.,TandA HR Solutions,Navi Mumbai,3 - 6 Years,3,6
Hiring forCustomerSupportExecutivein an IT company in Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Job opening forPHPDeveloperfor a MNC IT companyin Chandigarhlocation,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6
Urgent hiring for theDigitalMarketingprofile in IT company for Delhi location,TandA HR Solutions,Delhi,1 - 5 Years,1,5
Opening forPythonDeveloperprofile for an IT company for Panchkula location,TandA HR Solutions,Panchkula,3 - 6 Years,3,6
Hiring for theMERNStackEngineer for IT MNC Company for Chandigarh,TandA HR Solutions,Chandigarh,2 - 9 Years,2,9
Hiring for IT Teacher for Gurgaon location for Education Company,TandA HR Solutions,"Gurgaon, Mohali",2 - 4 Years,2,4
Hiring forCustomerSupportExecutivein an IT company in Mohali location,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Job opening forFlutterDeveloperfor IT Company for Mohali location,TandA HR Solutions,Mohali,1 - 5 Years,1,5
Job opening for theMERNStackEngineer for IT MNC Company for Chandigarh,TandA HR Solutions,Chandigarh,2 - 9 Years,2,9
Hiring for Software Developer in a IT Company for Pune location.,TandA HR Solutions,Pune,2 - 5 Years,2,5
Vacancy for the Graphic Designer for an MNC IT Company in Chandigarh,TandA HR Solutions,Chandigarh,3 - 7 Years,3,7
Opening for PHP Developer in a IT Company for Mohali location.,TandA HR Solutions,Mohali,1 - 5 Years,1,5
Opening for the Android Developer for an IT Company in Hyderabad Location.,TandA HR Solutions,Hyderabad/Secunderabad,3 - 5 Years,3,5
Opening for the SQL Developer at IT Company in Hyderabad Location,TandA HR Solutions,Hyderabad/Secunderabad,3 - 4 Years,3,4
Hiring for the Training Coordinator for Hyderabad location in a IT Company.,TandA HR Solutions,Hyderabad/Secunderabad,3 - 4 Years,3,4
Urgent hiring for Web Developer in IT company for Panchkula,TandA HR Solutions,Panchkula,0 - 2 Years,0,2
Hiring for the PLM for Hyderabad Location in a IT Company.,TandA HR Solutions,Hyderabad/Secunderabad,4 - 6 Years,4,6
Opening for Full Stack in IT Industry for Delhi location,TandA HR Solutions,Delhi,1 - 5 Years,1,5
The requirement for Developer in IT Industry for Delhi location,TandA HR Solutions,Delhi,1 - 5 Years,1,5
Requirement for Online Bidder in IT Industry for Mohali location,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Requirement for PHP Developer in IT Industry for Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4
Requirement for Web Designer in IT Industry for Mohali location,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Requirement for Graphic Designer in IT Industry for Mohali location,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Requirement for Project Manager in IT Industry for Mohali location,TandA HR Solutions,Mohali,2 - 3 Years,2,3
Opening for the JAVA Developer in a IT Company for Chandigarh Location.,TandA HR Solutions,Chandigarh,0 - 3 Years,0,3
Job opening for Academic Writer IT in Ludhiana,TandA HR Solutions,Ludhiana,1 - 3 Years,1,3
The requirement for PHP Developer in IT Industry for Hyderabad location,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years,2,5
Opening for PHP Developer in IT Industry for Chandigarh,TandA HR Solutions,Chandigarh,1 - 2 Years,1,2
Opening for JAVA Developer in IT Industry for Chandigarh,TandA HR Solutions,Chandigarh,1 - 2 Years,1,2
Opening of Dot net developer for Mohali in IT Company,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Looking for the IOS Developer Mohali location in a IT Company.,TandA HR Solutions,Mohali,3 - 6 Years,3,6
Looking for the Training Coordinator for Hyderabad location in a IT Company.,TandA HR Solutions,Hyderabad/Secunderabad,3 - 4 Years,3,4
Hiring for the Siemens PLM for Hyderabad Location in a IT Company.,TandA HR Solutions,Hyderabad/Secunderabad,4 - 6 Years,4,6
Hiring for PHP Developer for an IT Company for Mohali Location,TandA HR Solutions,Mohali,2 - 3 Years,2,3
Opening for WordPress Developer for an IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Hiring for the Web Designer for the IT Company in Mohali Location.,TandA HR Solutions,Mohali,0 - 3 Years,0,3
Hiring for PHP Developer for an IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 5 Years,1,5
Hiring for Software Engineer for Chandigarh location in IT Industry,TandA HR Solutions,Chandigarh,7 - 10 Years,7,10
Hiring for the Java Developer in IT Company for the Mohali location.,TandA HR Solutions,Mohali,3 - 8 Years,3,8
Hiring for the ASP.net c# in a IT Company for Gurgaon location.,TandA HR Solutions,Gurgaon,4 - 8 Years,4,8
Hiring for the ASP.net c# in a IT Company for Gurgaon location.,TandA HR Solutions,Gurgaon,1 - 4 Years,1,4
Requirement for Online Bidder in the IT Industry for Moh,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Looking for the Accountant profile in a IT company for Mohali location.,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Looking for HR Profile in a IT company for Mohali location.,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Opening for WordPress Developer for an IT Company for Mohali Location,TandA HR Solutions,Mohali,0 - 3 Years,0,3
Vacancy for Prestashop developer in IT Company for Bangalore location,TandA HR Solutions,Bengaluru / Bangalore,1 - 4 Years,1,4
Hiring for SEO Executive profile for IT Company in Mohali,TandA HR Solutions,Mohali,5 - 7 Years,5,7
Hiring for Sr. SEO profile for IT Company in Mohali,TandA HR Solutions,Mohali,6 - 7 Years,6,7
Hiring for SEO Executive profile for IT Company in Mohali,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Vacancy for HR Representative in IT Company for Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Hiring Desktop Engineer in IT Company for Chennai location,TandA HR Solutions,Chennai,1 - 2 Years,1,2
Vacancy for the -Embedded Systems Engineer for an IT Company in Pune,TandA HR Solutions,Pune,2 - 3 Years,2,3
Looking for Market Researcher in IT company for Pune location,TandA HR Solutions,Pune,1 - 2 Years,1,2
Looking for PHP Developer in IT Company for Ludhiana location,TandA HR Solutions,Ludhiana,2 - 5 Years,2,5
Required SEO Executive for an IT Company in Mohali Location,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Hiring a WordPress Developer in IT Company for Mohali location,TandA HR Solutions,Mohali,1 - 4 Years,1,4
Vacancy for IT Development Manager for Chandigarh in an MNC company,TandA HR Solutions,Chandigarh,8 - 14 Years,8,14
Vacancy for PHP Developer in IT Company for Ludhiana location,TandA HR Solutions,Ludhiana,4 - 7 Years,4,7
Hiring for C Developer for an IT Company in Gurgaon,TandA HR Solutions,Gurgaon,2 - 5 Years,2,5
Vacancy for Android Developer for IT Company in Gurgaon,TandA HR Solutions,Gurgaon,3 - 5 Years,3,5
Opening for Data Engineer for an IT Company in Mohali Location,TandA HR Solutions,Mohali,3 - 5 Years,3,5
Hiring MLOps Engineer for an IT Company in Mohali Location,TandA HR Solutions,Mohali,3 - 5 Years,3,5
Hiring ERP admin for an IT Company in Pune location,TandA HR Solutions,Pune,1 - 4 Years,1,4
Hiring Drupal Developers for an IT company of Pune,TandA HR Solutions,Pune,3 - 6 Years,3,6
Looking for PHP Developer in IT company for Mohali location,TandA HR Solutions,Mohali,1 - 5 Years,1,5
Vacancy for Web Designer in IT company for Mohali location,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Hiring for Community Manager for an IT Company in Gurgaon location,TandA HR Solutions,Gurgaon,1 - 6 Years,1,6
Hiring for Web developer profile for an IT Company in Bangalore,TandA HR Solutions,"Chennai, Bengaluru / Bangalore",1 - 4 Years,1,4
Hiring for IT professional for Hospital for Chandigarh Location.,TandA HR Solutions,Chandigarh,3 - 5 Years,3,5
Hiring for HR Executive for an IT Company for Mohali Location.,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Hiring for Java Developer for an IT Company for Mohali Location.,TandA HR Solutions,Mohali,0 - 3 Years,0,3
Hiring for React Developer for an IT Company for Mohali Location.,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Hiring for Sr Quality Engineer for an IT company in Gurgaon.,TandA HR Solutions,Gurgaon,5 - 7 Years,5,7
Hiring for Angular Developer for an IT company in Bangalore Location.,TandA HR Solutions,Bengaluru / Bangalore,2 - 4 Years,2,4
Role of Business Analyst in a leading IT Company in Chandigarh,TandA HR Solutions,Chandigarh,5 - 7 Years,5,7
Hiring for PHP Developer for Chandigarh Location for an IT Company,TandA HR Solutions,Chandigarh,1 - 2 Years,1,2
Hiring for the PHP Developer for Mohali location in IT Industry,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Job opening for PHP Developer for Mohali in the IT Industry.,TandA HR Solutions,Mohali,3 - 4 Years,3,4
Job opening for ROR Developer for Mohali in the IT Industry.,TandA HR Solutions,Mohali,2 - 4 Years,2,4
Job opening for IOS Developer for Mohali in the IT Industry.,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Job opening for Android Developer for Mohali in the IT Industry.,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Job opening for Java Developer for Mohali in the IT Industry.,TandA HR Solutions,Mohali,4 - 7 Years,4,7
Job opening for Project Manager for Mohali in the IT Industry.,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Opening of Business Analyst for Chandigarh in IT Comapny,TandA HR Solutions,Chandigarh,5 - 8 Years,5,8
Opening for Dot Not profile in IT company at Hyderabad,TandA HR Solutions,Hyderabad/Secunderabad,2 - 5 Years,2,5
Post for Dot Not profile in IT company at Hyderabad,TandA HR Solutions,Hyderabad/Secunderabad,1 - 4 Years,1,4
Requirement for PHP Developer for an IT Company in Mohali Location,TandA HR Solutions,Mohali,2 - 3 Years,2,3
Looking for Project Manager for IT company for Panchkula location,TandA HR Solutions,Panchkula,3 - 6 Years,3,6
Looking for ROR Developer for IT company for Panchkula location,TandA HR Solutions,Panchkula,4 - 7 Years,4,7
Looking for NodeJS Developer for IT company for Panchkula location,TandA HR Solutions,Panchkula,4 - 7 Years,4,7
Hiring for the IT Officer for a Manufacturing Company in Chandigarh Location,TandA HR Solutions,Chandigarh,2 - 3 Years,2,3
Hiring the IT Officer for an Manufacturing Company in Chandigarh,TandA HR Solutions,Chandigarh,2 - 3 Years,2,3
Hiring for the Android Developer for an IT Company in Mohali Location,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Hiring for Junior BDE in Mohali for an IT company,TandA HR Solutions,Mohali,1 - 4 Years,1,4
Opening for Web Developer in Mohali for an IT company,TandA HR Solutions,Mohali,2 - 3 Years,2,3
Post Vacant for IOS Developer in Mohali for an IT company,TandA HR Solutions,Mohali,2 - 3 Years,2,3
Hiring for Marketing Executive in an IT Company for Delhi location.,TandA HR Solutions,Delhi,1 - 4 Years,1,4
A requirement for Marketing Executive in an IT Company for Ludhiana location.,TandA HR Solutions,Ludhiana,1 - 4 Years,1,4
Hiring for the Software Engineer in an IT Company for Ludhiana location.,TandA HR Solutions,Ludhiana,1 - 4 Years,1,4
Requirement for Shopify Developers for an IT company in Bangalore Location,TandA HR Solutions,Bengaluru / Bangalore,1 - 3 Years,1,3
Requirement for the Network Analyst in a IT Company for the Mumbai location,TandA HR Solutions,Mumbai,8 - 15 Years,8,15
Opening for IOS Developer for Mohali location for an IT company,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Hiring for the PHP Developer in a IT Company for the Mohali location.,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Hiring for the Web Developer in a IT Company for Mohali location.,TandA HR Solutions,Mohali,2 - 3 Years,2,3
Hiring for Marketing Executive in Mohali for IT Company,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Hiring for Graphic Designer in Mohali for IT Company,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Hiring for Digital Marketing Executive in Mohali for IT Company,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Hiring for Business Development Manager in Mohali for IT Company,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Hiring for Team Leader for an IT company for Mohali location,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Hiring for the PHP Developer in an IT Company for Chandigarh location.,TandA HR Solutions,Chandigarh,2 - 3 Years,2,3
Opening for Shopify Developers for Bangalore Location for and IT company,TandA HR Solutions,Bengaluru / Bangalore,1 - 3 Years,1,3
Hiring for the PHP Developer in an IT Company for Mohali location.,TandA HR Solutions,Mohali,2 - 5 Years,2,5
Opening for Operation Manager in a IT Company for Bangalore location.,TandA HR Solutions,Bengaluru / Bangalore,0 - 1 Years,0,1
Requirement for PHP Developer for IT Company in Mohali location,TandA HR Solutions,Mohali,0 - 3 Years,0,3
Requirement for iOS Developer for IT Company for Bangalore Location,TandA HR Solutions,Bengaluru / Bangalore,1 - 2 Years,1,2
Hiring for Android Developer for IT Company for Bangalore Location,TandA HR Solutions,Bengaluru / Bangalore,1 - 2 Years,1,2
Opening for Creative Designer in a IT Company for Gurgaon Location,TandA HR Solutions,Gurgaon,2 - 5 Years,2,5
Hiring for Android Developer in IT company for Bangalore Location,TandA HR Solutions,Bengaluru / Bangalore,3 - 6 Years,3,6
Hiring for BDE profile in a IT Company For Mohali Location,TandA HR Solutions,Mohali,5 - 7 Years,5,7
Hiring for HR in MNC IT company for Mohali location,TandA HR Solutions,Mohali,3 - 6 Years,3,6
Opening for .net Freshers in a IT Company for Mohali Location,TandA HR Solutions,Mohali,1 - 3 Years,1,3
Opening for Azure developer in a IT Company For Mohali location,TandA HR Solutions,Mohali,4 - 7 Years,4,7
Hiring for Android developer profile for IT Company in Panchkula,TandA HR Solutions,Panchkula,2 - 3 Years,2,3
Hiring for .net developer profile for IT Company in Panchkula,TandA HR Solutions,Panchkula,2 - 3 Years,2,3
Hiring for Oracle Fusion profile in a IT Company For Panchkula,TandA HR Solutions,Panchkula,2 - 3 Years,2,3
Opening for Logistics Executive in a IT company for Mohali location,TandA HR Solutions,Mohali,1 - 2 Years,1,2
Hiring for theBDEfor IT sales in ITcompany in chandigarhLocation.,TandA HR Solutions,Chandigarh,3 - 6 Years,3,6
Hiring for theITProject Managerprofile for IT company forBangaloreLocation.,TandA HR Solutions,Bengaluru / Bangalore,4 - 5 Years,4,5
Hiring forPythonDeveloperprofile for an IT company for Chandigarh location,TandA HR Solutions,"Chandigarh, Mohali",4 - 8 Years,4,8
Looking for PHP Developer for IT Company for Mohali location,TandA HR Solutions,Mohali,4 - 5 Years,4,5
Job opening for theSEOExecutiveprofile for IT Company for Mohali location,TandA HR Solutions,Mohali,0 - 1 Years,0,1
Urgent hiringfor theFullStackDeveloperfor the IT company in theMohalilocation,TandA HR Solutions,Mohali,3 - 6 Years,3,6
Job Opening for IT Officer profile for Chandigarh location,TandA HR Solutions,"Chandigarh, Mohali",3 - 4 Years,3,4
Urgent hiring for Reactnativedeveloperfor an IT company in Mohali location,TandA HR Solutions,"Bengaluru / Bangalore, Mohali",1 - 3 Years,1,3
Hiringfor theenterprisesalesposition in a IT companyfor the Gurgaon location,TandA HR Solutions,Gurgaon,3 - 5 Years,3,5
Looking for Sales Executive in IT Industry for Bangalore Location,TandA HR Solutions,Bengaluru / Bangalore,3 - 6 Years,3,6
090524 IT Cloud Manager_L8_Hosting Services_a,DXC Technologies,Bengaluru / Bangalore,3 - 8 Years,3,8
Senior Resiliency Analyst  IT Disaster Recovery,Optum Global Solutions  ( India )  Private Limited,Philippines,5 - 8 Years,5,8
Info Security Risk Consultant  IT / IS Compliance or Audit,Optum Global Solutions  ( India )  Private Limited,Philippines,5 - 8 Years,5,8
Unit Manager - IT / Senior Unit Manager - ...,Bajaj Finserv Lending Ltd,Pune,4 - 6 Years,4,6
